Identificador,Sexo,Edad,Carnet,Zona,AntiguedadVehiculo,SiniestroAnterior,PrimaMensualActual,AntiguedadCliente
418150,Male,21,1,Suroeste,1,No,454.77,3
418151,Female,32,1,Centro,1,Sí,460.25,10
418152,Male,44,1,Centro,2,Sí,151.77,7
418153,Female,42,1,Centro,3,Sí,239.78,19
418154,Male,50,1,Noreste,2,Sí,202.06,21
418155,Female,23,1,Centro,1,Sí,183.31,25
418156,Female,24,1,Suroeste,1,No,30,17
418157,Desconocido,Desconocido,1,Centro,1,No,190.19,7
418158,Female,28,1,Suroeste,1,No,152.41,11
418159,Female,24,1,Noreste,1,No,242.28,10
418160,Male,24,1,Suroeste,1,No,165.27,6
418161,Male,23,1,Norte,1,Sí,162.07,9
418162,Female,42,1,Norte,4,No,172.28,5
418163,Female,37,1,Centro,4,Sí,190.68,23
418164,Male,38,1,Centro,4,No,257.56,23
418165,Male,39,1,Suroeste,3,No,169.26,6
418166,Male,21,1,Norte,2,Sí,175.28,4
418167,Female,27,1,Noreste,1,Sí,204.93,18
418168,Female,30,1,Suroeste,4,Sí,159,2
418169,Female,23,1,Noreste,1,No,157.6,14
418170,Female,30,1,Norte,4,Sí,30,18
418171,Female,40,1,Centro,2,No,190.68,19
418172,Female,23,1,Centro,0,No,130.91,14
418173,Female,25,1,Suroeste,1,No,126.44,8
418174,Female,25,1,Norte,0,No,184.78,21
418175,Female,41,1,Noreste,2,Sí,267.76,6
418176,Female,39,1,Noreste,4,Sí,256.58,3
418177,Female,23,1,Suroeste,0,No,187.79,25
418178,Male,47,1,Norte,4,No,189.18,23
418179,Female,21,1,Centro,1,Sí,109.32,21
418180,Female,48,1,Centro,2,Sí,145,13
418181,Female,52,1,Suroeste,3,No,190.41,21
418182,Male,20,1,Norte,0,Sí,30,21
418183,Female,25,1,Suroeste,1,Sí,160.25,18
418184,Female,30,1,Norte,1,No,202.29,14
418185,Female,30,1,Suroeste,0,No,151.12,8
418186,Female,43,1,Suroeste,3,No,165.69,24
418187,Female,46,1,Centro,4,Sí,252.22,23
418188,Male,41,1,Suroeste,3,No,117.03,19
418189,Male,26,1,Norte,0,No,178.55,8
418190,Female,47,1,Centro,4,Sí,428.78,18
418191,Female,25,1,Centro,1,No,162.75,22
418192,Desconocido,Desconocido,1,Centro,4,No,380.98,6
418193,Desconocido,Desconocido,1,Norte,4,Sí,30,8
418194,Male,35,1,Norte,2,No,151.74,2
418195,Female,70,1,Suroeste,3,No,123.13,22
418196,Female,25,1,Centro,1,No,208.55,16
418197,Female,43,1,Noreste,4,No,282.11,8
418198,Female,20,1,Centro,0,Sí,182.86,13
418199,Female,22,1,Noreste,0,Sí,289.23,15
418200,Male,28,1,Noreste,1,No,236.25,13
418201,Male,60,1,Norte,2,No,313.67,10
418202,Male,23,1,Centro,1,Sí,187.78,21
418203,Male,53,1,Noreste,3,Sí,189.75,21
418204,Female,47,1,Centro,3,No,30,18
418205,Female,24,1,Noreste,0,No,198.13,7
418206,Male,56,1,Norte,3,Sí,30,11
418207,Female,48,1,Centro,4,Sí,30,20
418208,Male,23,1,Centro,1,No,111.91,11
418209,Male,22,1,Norte,1,No,200.02,5
418210,Male,27,1,Centro,0,No,296.01,8
418211,Female,51,1,Centro,3,Sí,343.74,18
418212,Male,26,1,Centro,1,No,210.54,9
418213,Male,24,1,Noreste,1,No,193.88,21
418214,Female,25,1,Centro,0,No,175.29,21
418215,Female,20,1,Centro,1,Sí,159.44,17
418216,Female,46,1,Suroeste,3,Sí,202.87,2
418217,Female,24,1,Noreste,1,No,117.06,12
418218,Female,47,1,Centro,9+,Sí,312.96,3
418219,Female,50,1,Suroeste,4,Sí,86,12
418220,Desconocido,Desconocido,1,Suroeste,1,No,188.26,21
418221,Female,22,1,Suroeste,1,No,311.51,8
418222,Female,21,1,Suroeste,0,No,224.35,21
418223,Male,42,1,Centro,2,Sí,139.52,20
418224,Female,26,1,Suroeste,1,No,232.36,15
418225,Male,25,1,Suroeste,0,No,145.14,15
418226,Desconocido,23,1,Noreste,1,No,266.17,15
418227,Male,24,1,Noreste,1,No,146.77,6
418228,Male,23,1,Norte,0,Sí,30,24
418229,Female,57,1,Suroeste,2,Sí,231.71,14
418230,Female,21,1,Centro,1,Sí,192.49,12
418231,Desconocido,Desconocido,1,Suroeste,4,No,222.32,25
418232,Male,57,1,Noreste,7,Sí,121.83,9
418233,Male,56,1,Centro,3,Sí,222.4,12
418234,Male,50,1,Centro,2,Sí,419.19,14
418235,Female,24,1,Noreste,1,No,195.01,3
418236,Male,37,1,Norte,3,Sí,30,23
418237,Male,26,1,Suroeste,0,No,251.12,24
418238,Female,66,1,Centro,3,No,159.19,10
418239,Male,27,1,Centro,0,Sí,185.5,11
418240,Male,27,1,Noreste,1,No,204.05,19
418241,Female,26,1,Centro,1,No,189.14,4
418242,Female,23,1,Suroeste,1,Sí,142.07,14
418243,Male,48,1,Noreste,4,Sí,159.71,14
418244,Female,25,1,Suroeste,1,No,146.51,24
418245,Female,22,1,Noreste,1,Sí,30,23
418246,Male,30,1,Noreste,1,No,30,11
418247,Female,25,1,Suroeste,1,No,30,12
418248,Male,32,1,Norte,0,No,168.33,8
418249,Male,26,1,Centro,0,No,235.96,17
418250,Male,53,1,Norte,2,Sí,190.35,6
418251,Male,25,1,Suroeste,0,No,238.97,5
418252,Male,48,1,Norte,2,Sí,167.2,25
418253,Male,22,1,Suroeste,1,No,164.53,10
418254,Male,37,1,Suroeste,2,No,203.85,5
418255,Female,24,1,Norte,1,No,192.29,19
418256,Male,23,1,Centro,0,No,159.54,8
418257,Male,22,1,Noreste,1,No,279.16,12
418258,Male,56,1,Centro,4,Sí,139.54,22
418259,Male,53,1,Suroeste,2,Sí,171.64,11
418260,Desconocido,Desconocido,1,Norte,4,No,30,20
418261,Male,29,1,Suroeste,0,No,163.61,21
418262,Male,59,1,Noreste,3,Sí,30,4
418263,Desconocido,Desconocido,1,Centro,4,Sí,231.25,5
418264,Male,46,1,Noreste,2,No,209.94,6
418265,Male,24,1,Noreste,0,Sí,367.71,12
418266,Male,54,1,Centro,3,Sí,30,13
418267,Male,30,1,Norte,1,No,173.43,6
418268,Male,22,1,Noreste,1,No,174.68,6
418269,Male,23,1,Centro,0,No,207.71,20
418270,Female,21,1,Centro,1,Sí,30,5
418271,Male,25,1,Centro,0,Sí,172.37,21
418272,Female,59,1,Centro,5,Sí,242.19,1
418273,Male,39,1,Centro,3,No,205.52,4
418274,Male,45,1,Noreste,5,Sí,179.15,13
418275,Female,80,1,Norte,4,No,30,4
418276,Male,48,1,Centro,3,No,243.12,21
418277,Female,27,1,Centro,0,No,306.15,7
418278,Female,29,1,Suroeste,0,No,228.56,11
418279,Male,22,1,Norte,1,Sí,174.48,8
418280,Male,25,1,Suroeste,0,No,406.52,24
418281,Male,71,1,Suroeste,2,No,261.28,15
418282,Female,32,1,Centro,3,No,206.37,23
418283,Desconocido,57,1,Norte,4,No,112.21,15
418284,Female,21,1,Noreste,0,Sí,30,4
418285,Male,38,1,Norte,4,Sí,120.78,12
418286,Male,45,1,Suroeste,3,Sí,174.34,17
418287,Male,23,1,Suroeste,0,No,219.43,12
418288,Female,42,1,Centro,2,Sí,30,3
418289,Male,23,1,Centro,1,No,270.21,10
418290,Male,53,1,Centro,2,Sí,526.39,12
418291,Female,56,1,Noreste,9+,Sí,30,8
418292,Female,24,1,Suroeste,1,No,106.07,6
418293,Male,51,1,Centro,2,Sí,30,17
418294,Female,25,1,Noreste,0,Sí,30,9
418295,Male,34,1,Centro,3,Sí,30,21
418296,Female,28,1,Suroeste,0,No,101.38,20
418297,Female,40,1,Centro,2,Sí,247.07,7
418298,Male,38,1,Centro,2,Sí,30,18
418299,Male,50,1,Centro,4,No,249.43,16
418300,Male,35,1,Centro,2,No,209.22,3
418301,Male,45,1,Noreste,2,Sí,138.64,19
418302,Male,51,1,Norte,3,Sí,30,5
418303,Female,50,1,Noreste,3,Sí,30,4
418304,Female,62,1,Centro,2,Sí,221.13,14
418305,Female,27,1,Noreste,1,No,202.76,2
418306,Male,39,1,Centro,4,No,235.2,13
418307,Female,21,1,Noreste,1,No,174.04,24
418308,Female,27,1,Noreste,0,Sí,156.04,22
418309,Female,22,1,Norte,1,Sí,30,4
418310,Male,54,1,Centro,4,Sí,258.73,2
418311,Male,22,1,Suroeste,0,No,138.7,12
418312,Female,26,1,Norte,1,No,126.19,12
418313,Female,23,1,Centro,1,No,211.33,24
418314,Female,23,1,Suroeste,0,No,250.03,2
418315,Female,28,1,Centro,0,Sí,206.52,14
418316,Male,34,1,Suroeste,4,Sí,30,2
418317,Male,20,1,Centro,1,No,189.9,2
418318,Male,21,1,Noreste,1,No,252.22,5
418319,Female,21,1,Centro,1,Sí,30,5
418320,Desconocido,49,1,Noreste,4,No,219.73,3
418321,Female,24,1,Noreste,0,Sí,118.01,20
418322,Female,29,1,Centro,1,No,241.63,22
418323,Male,68,1,Norte,4,Sí,320.77,6
418324,Desconocido,20,1,Noreste,1,Sí,181.62,24
418325,Male,45,1,Noreste,3,Sí,205.03,19
418326,Female,25,1,Centro,0,Sí,318.04,6
418327,Male,23,1,Suroeste,0,No,125.8,14
418328,Female,80,1,Centro,3,No,170.97,19
418329,Female,27,1,Suroeste,1,No,126.56,6
418330,Male,41,1,Centro,6,Sí,154.97,7
418331,Female,26,1,Suroeste,0,Sí,108.81,21
418332,Male,21,1,Centro,0,Sí,163.49,15
418333,Male,25,1,Noreste,1,No,224.81,8
418334,Female,24,1,Norte,1,No,232.8,18
418335,Female,33,1,Norte,1,Sí,30,6
418336,Female,48,1,Centro,3,Sí,133.24,13
418337,Male,24,1,Norte,0,No,290.28,6
418338,Male,75,1,Centro,3,Sí,324.14,13
418339,Male,44,1,Centro,3,Sí,319.06,3
418340,Male,60,1,Suroeste,2,Sí,322.14,25
418341,Male,70,1,Noreste,3,No,293.48,13
418342,Female,27,1,Suroeste,0,Sí,266.53,18
418343,Male,57,1,Suroeste,2,No,189.42,10
418344,Female,22,1,Suroeste,0,No,244.08,5
418345,Male,43,1,Suroeste,3,Sí,98.08,5
418346,Female,25,1,Suroeste,1,No,30,16
418347,Desconocido,22,1,Centro,1,No,324.71,25
418348,Male,64,1,Centro,2,Sí,272.23,18
418349,Female,57,1,Norte,4,No,30,10
418350,Male,24,1,Centro,1,No,202.87,15
418351,Male,56,1,Norte,3,Sí,187.26,10
418352,Female,30,1,Noreste,0,No,171.54,20
418353,Male,24,1,Noreste,0,No,179.83,20
418354,Male,32,1,Noreste,2,Sí,187.82,25
418355,Desconocido,50,1,Centro,4,Sí,244.26,3
418356,Male,31,1,Noreste,0,Sí,271.88,11
418357,Male,56,1,Norte,4,Sí,230.02,17
418358,Desconocido,Desconocido,1,Noreste,1,No,302.29,7
418359,Male,40,1,Centro,2,Sí,250.87,17
418360,Male,22,1,Norte,1,Sí,220.28,20
418361,Female,34,1,Suroeste,3,Sí,148.71,17
418362,Male,40,1,Suroeste,4,Sí,30,8
418363,Male,38,1,Suroeste,3,Sí,152.72,2
418364,Male,52,1,Noreste,2,Sí,339.07,6
418365,Male,50,1,Centro,4,Sí,224.85,24
418366,Male,61,1,Centro,3,Sí,356.68,3
418367,Male,51,1,Centro,3,Sí,297.7,11
418368,Male,39,1,Norte,3,Sí,215.19,9
418369,Female,52,1,Noreste,2,No,151.61,12
418370,Male,49,1,Noreste,3,Sí,204.75,12
418371,Female,61,1,Norte,2,Sí,200.44,3
418372,Male,24,1,Noreste,0,Sí,30,16
418373,Female,20,1,Centro,1,Sí,220.53,18
418374,Male,26,1,Suroeste,1,No,144.45,22
418375,Male,25,1,Centro,1,No,181.13,12
418376,Desconocido,25,1,Centro,1,No,263.04,5
418377,Female,22,1,Noreste,0,No,152.24,24
418378,Male,24,1,Noreste,0,No,120.75,16
418379,Female,47,1,Centro,2,Sí,258.23,25
418380,Desconocido,Desconocido,1,Centro,4,No,173.39,19
418381,Male,24,1,Centro,0,No,303.16,3
418382,Male,48,1,Suroeste,4,Sí,199.84,9
418383,Female,22,1,Noreste,0,No,173.76,11
418384,Female,44,1,Noreste,4,No,189.45,23
418385,Female,60,1,Suroeste,2,Sí,30,24
418386,Female,75,1,Centro,4,No,277.64,17
418387,Female,42,1,Suroeste,3,Sí,132.93,7
418388,Female,61,1,Centro,2,Sí,424.36,12
418389,Male,30,1,Norte,0,No,314.11,12
418390,Male,42,1,Norte,4,Sí,30,12
418391,Female,24,1,Suroeste,1,No,172.09,16
418392,Female,68,1,Centro,2,Sí,257.55,9
418393,Female,21,1,Norte,0,No,203.82,6
418394,Desconocido,Desconocido,1,Centro,4,No,256.29,2
418395,Male,23,1,Suroeste,1,No,207.09,24
418396,Male,52,1,Noreste,6,Sí,30,18
418397,Male,20,1,Norte,1,Sí,266.41,21
418398,Male,51,1,Centro,3,Sí,246.84,22
418399,Female,23,1,Suroeste,1,Sí,205.3,25
418400,Male,56,1,Norte,2,Sí,125.78,7
418401,Male,69,1,Centro,2,Sí,30,10
418402,Male,44,1,Centro,4,Sí,226.66,4
418403,Male,24,1,Suroeste,0,No,134.95,3
418404,Male,56,1,Centro,4,No,237.59,9
418405,Male,34,1,Noreste,3,No,288.11,25
418406,Male,50,1,Noreste,4,No,166.1,13
418407,Male,58,1,Norte,2,Sí,163.07,18
418408,Female,54,1,Noreste,3,Sí,136.35,8
418409,Male,47,1,Centro,4,Sí,260.26,13
418410,Male,39,1,Noreste,2,No,147,7
418411,Male,23,1,Noreste,1,No,149.48,23
418412,Male,48,1,Centro,2,Sí,248.3,22
418413,Female,38,1,Centro,3,Sí,685.26,14
418414,Male,36,1,Centro,2,No,166.71,11
418415,Female,35,1,Suroeste,3,Sí,113.79,23
418416,Female,43,1,Noreste,4,No,180.59,23
418417,Female,23,1,Suroeste,1,No,157.63,13
418418,Female,45,1,Centro,2,Sí,215.92,15
418419,Male,49,1,Centro,3,Sí,186.84,23
418420,Female,66,1,Centro,2,Sí,30,23
418421,Female,25,1,Centro,1,No,142.59,19
418422,Female,22,1,Norte,0,No,201.39,25
418423,Male,56,1,Centro,4,Sí,30,4
418424,Female,22,1,Noreste,1,Sí,280.09,4
418425,Female,25,1,Noreste,1,No,574.14,4
418426,Female,28,1,Centro,0,No,231.92,25
418427,Female,38,1,Noreste,3,No,144.11,8
418428,Female,38,1,Centro,3,No,159.83,21
418429,Male,49,1,Noreste,2,Sí,30,10
418430,Female,26,1,Centro,1,No,146.97,6
418431,Desconocido,58,1,Centro,4,No,263.58,9
418432,Female,24,1,Centro,0,Sí,30,20
418433,Desconocido,Desconocido,1,Suroeste,4,Sí,153.16,5
418434,Male,51,1,Suroeste,4,Sí,139.72,12
418435,Male,48,1,Suroeste,2,Sí,30,23
418436,Male,43,1,Noreste,2,Sí,171.82,12
418437,Female,21,1,Centro,0,Sí,153.78,24
418438,Male,53,1,Noreste,2,No,237.51,10
418439,Female,25,1,Centro,0,No,187.98,15
418440,Male,36,1,Noreste,3,No,199.57,20
418441,Male,43,1,Centro,2,No,30,25
418442,Male,38,1,Suroeste,3,No,101.36,13
418443,Female,24,1,Centro,1,No,142.23,25
418444,Female,24,1,Suroeste,1,No,74.75,10
418445,Male,68,1,Norte,3,Sí,284.62,17
418446,Desconocido,Desconocido,1,Centro,4,Sí,170.01,15
418447,Female,23,1,Suroeste,0,No,125.53,12
418448,Desconocido,Desconocido,0,Centro,4,Sí,188.87,13
418449,Male,50,1,Centro,4,Sí,248.69,16
418450,Male,42,1,Centro,3,No,30,7
418451,Female,41,1,Noreste,2,Sí,192.25,8
418452,Female,24,1,Centro,0,Sí,192.14,4
418453,Female,27,1,Suroeste,0,No,164,5
418454,Desconocido,Desconocido,1,Suroeste,4,Sí,182.12,3
418455,Desconocido,42,1,Centro,4,Sí,293.56,7
418456,Female,23,1,Norte,0,Sí,212.5,20
418457,Female,37,1,Norte,3,Sí,30,8
418458,Female,39,1,Centro,2,Sí,168.7,20
418459,Male,48,1,Centro,3,Sí,183.94,4
418460,Male,28,1,Suroeste,0,Sí,183.42,12
418461,Male,53,1,Norte,3,No,30,1
418462,Female,79,1,Centro,5,Sí,359.49,24
418463,Male,40,1,Centro,4,No,165.61,5
418464,Female,23,1,Noreste,0,No,178.36,7
418465,Female,21,1,Norte,0,Sí,205.12,21
418466,Male,39,1,Norte,4,Sí,30,16
418467,Female,25,1,Suroeste,0,No,204.51,12
418468,Female,42,1,Centro,4,No,190.75,21
418469,Female,48,1,Centro,2,Sí,122.1,14
418470,Male,22,1,Centro,0,No,291.13,2
418471,Desconocido,Desconocido,1,Suroeste,1,Sí,167.48,20
418472,Male,22,1,Suroeste,0,No,180.89,12
418473,Male,22,1,Centro,0,No,194.33,10
418474,Male,47,1,Norte,2,Sí,30,11
418475,Female,65,1,Centro,2,No,189.96,23
418476,Female,24,1,Norte,1,Sí,144.6,3
418477,Female,54,1,Centro,2,No,122.8,13
418478,Male,35,1,Noreste,2,Sí,127.27,2
418479,Male,73,1,Noreste,2,Sí,488.19,15
418480,Female,23,1,Norte,0,Sí,30,18
418481,Male,37,1,Noreste,4,Sí,356.53,3
418482,Male,38,1,Centro,8,Sí,139.57,22
418483,Female,47,1,Suroeste,3,Sí,30,21
418484,Male,26,1,Noreste,0,No,169.25,23
418485,Female,45,1,Noreste,3,Sí,115.73,3
418486,Female,30,1,Suroeste,0,No,160.18,6
418487,Desconocido,Desconocido,1,Centro,9+,Sí,530.79,13
418488,Male,38,1,Suroeste,2,Sí,213.85,18
418489,Male,38,1,Noreste,4,Sí,191.35,18
418490,Female,53,1,Noreste,3,No,128.52,25
418491,Female,29,1,Suroeste,0,No,228.66,15
418492,Female,28,1,Norte,1,Sí,202.54,12
418493,Male,28,1,Centro,0,Sí,590.56,21
418494,Desconocido,Desconocido,1,Centro,1,No,371.97,25
418495,Female,22,1,Suroeste,0,Sí,181.54,14
418496,Female,73,1,Centro,2,No,195.87,6
418497,Female,47,1,Suroeste,3,No,140.43,12
418498,Male,21,1,Suroeste,0,No,183.41,4
418499,Male,25,1,Suroeste,0,No,186.57,4
418500,Female,38,1,Suroeste,3,Sí,259,5
418501,Female,32,1,Noreste,1,No,30,9
418502,Female,45,1,Centro,3,No,323.8,12
418503,Male,57,1,Centro,4,Sí,326.64,18
418504,Female,51,1,Suroeste,2,Sí,30,12
418505,Male,31,1,Centro,4,Sí,244.71,7
418506,Male,21,1,Noreste,0,Sí,155.85,15
418507,Male,53,1,Suroeste,4,Sí,156.93,12
418508,Male,31,1,Noreste,3,No,165.4,10
418509,Male,21,1,Noreste,1,No,189.06,21
418510,Male,63,1,Suroeste,5,Sí,180.69,10
418511,Male,33,1,Norte,3,Sí,189.32,19
418512,Female,21,1,Noreste,0,No,178.76,7
418513,Female,78,1,Centro,2,Sí,221.83,20
418514,Desconocido,Desconocido,1,Noreste,1,No,226.14,22
418515,Male,53,1,Centro,2,Sí,30,6
418516,Female,21,1,Norte,1,No,30,17
418517,Male,25,1,Centro,0,No,169.69,5
418518,Male,41,1,Centro,3,Sí,30,15
418519,Male,27,1,Suroeste,1,No,356.44,5
418520,Male,52,1,Centro,2,Sí,193.45,24
418521,Male,41,1,Centro,3,No,142.53,2
418522,Male,21,1,Centro,1,No,138.55,21
418523,Female,50,1,Norte,2,No,30,9
418524,Female,38,1,Noreste,2,Sí,180.82,1
418525,Female,27,1,Suroeste,0,No,204.42,7
418526,Male,31,1,Suroeste,1,No,204.06,18
418527,Male,34,1,Suroeste,2,No,154.51,20
418528,Male,47,1,Centro,2,No,273.17,22
418529,Female,44,1,Centro,2,Sí,270.46,18
418530,Male,56,1,Centro,3,Sí,174.11,4
418531,Female,24,1,Noreste,1,Sí,139.82,18
418532,Male,69,1,Centro,5,Sí,385.84,24
418533,Male,30,1,Centro,0,No,257.61,11
418534,Male,63,1,Suroeste,8,Sí,163.77,2
418535,Male,35,1,Suroeste,4,No,148.36,2
418536,Male,23,1,Centro,0,Sí,190.74,19
418537,Female,33,1,Centro,0,Sí,445.93,2
418538,Male,24,1,Centro,1,Sí,168.56,24
418539,Female,34,1,Centro,2,Sí,204.13,10
418540,Female,45,1,Centro,3,Sí,128.62,2
418541,Male,21,1,Centro,1,No,270.65,24
418542,Male,62,1,Centro,4,No,258.47,20
418543,Female,23,1,Norte,1,Sí,255.84,2
418544,Male,41,1,Centro,3,Sí,206.7,6
418545,Male,21,1,Centro,0,Sí,124.29,10
418546,Male,33,1,Suroeste,1,No,192.24,10
418547,Male,40,1,Centro,2,Sí,30,24
418548,Female,22,1,Suroeste,0,No,179.14,24
418549,Desconocido,Desconocido,1,Centro,4,Sí,214.44,3
418550,Female,22,1,Centro,0,No,196.33,24
418551,Desconocido,26,1,Suroeste,1,No,181.74,18
418552,Female,23,1,Norte,1,No,150.86,5
418553,Desconocido,Desconocido,1,Centro,4,No,304.31,8
418554,Female,31,1,Centro,4,Sí,136.3,15
418555,Male,38,1,Suroeste,4,No,294.18,1
418556,Male,49,1,Centro,4,No,30,15
418557,Male,42,1,Centro,4,Sí,249.86,8
418558,Desconocido,Desconocido,1,Noreste,1,Sí,256.75,18
418559,Female,47,1,Centro,4,Sí,280.77,5
418560,Female,27,1,Centro,1,No,244.25,14
418561,Male,38,1,Suroeste,7,Sí,30,20
418562,Male,48,1,Noreste,4,Sí,243.68,14
418563,Male,25,1,Centro,1,No,369.74,24
418564,Male,44,1,Centro,2,Sí,178.58,7
418565,Male,46,1,Suroeste,3,Sí,166.13,8
418566,Female,27,1,Suroeste,0,No,86.73,5
418567,Male,45,1,Centro,4,No,221.1,17
418568,Male,23,1,Centro,1,Sí,184.32,6
418569,Female,24,1,Centro,0,Sí,345.11,7
418570,Male,29,1,Suroeste,1,No,143.05,14
418571,Female,22,1,Centro,0,Sí,190.17,17
418572,Female,50,1,Norte,4,Sí,30,24
418573,Male,26,1,Suroeste,1,No,158.61,2
418574,Male,49,1,Suroeste,4,Sí,180.56,2
418575,Female,26,1,Suroeste,1,No,30,2
418576,Female,54,1,Centro,2,Sí,30,24
418577,Male,24,1,Centro,4,Sí,30,10
418578,Male,27,1,Noreste,0,No,30,18
418579,Female,40,1,Suroeste,2,No,205.4,22
418580,Desconocido,Desconocido,1,Norte,1,No,276.87,5
418581,Male,38,1,Centro,3,Sí,30,16
418582,Male,62,1,Centro,2,Sí,196.62,21
418583,Female,66,1,Centro,2,No,167.59,11
418584,Male,67,1,Centro,3,Sí,301.95,11
418585,Female,25,1,Suroeste,0,No,197.66,11
418586,Desconocido,48,1,Norte,4,Sí,251.18,12
418587,Male,21,1,Norte,0,Sí,310.5,6
418588,Female,33,1,Suroeste,1,Sí,187.88,8
418589,Female,41,1,Suroeste,4,Sí,191.94,16
418590,Male,56,1,Noreste,4,Sí,278.26,4
418591,Male,63,1,Noreste,4,Sí,30,22
418592,Female,28,1,Suroeste,0,No,115.27,2
418593,Female,47,1,Norte,4,Sí,30,7
418594,Female,41,1,Norte,3,No,30,22
418595,Male,27,1,Noreste,0,No,172.03,16
418596,Male,38,1,Suroeste,4,Sí,30,7
418597,Male,24,1,Suroeste,0,No,146.48,6
418598,Female,43,1,Suroeste,3,Sí,187.35,14
418599,Female,52,1,Suroeste,4,Sí,182.94,11
418600,Female,25,1,Centro,0,No,234.67,19
418601,Male,29,1,Norte,2,Sí,233.4,19
418602,Female,23,1,Centro,0,Sí,183,21
418603,Male,38,1,Centro,4,Sí,30,18
418604,Male,36,1,Norte,3,Sí,30,2
418605,Male,42,1,Centro,4,Sí,223.69,14
418606,Female,25,1,Norte,0,No,155.58,23
418607,Male,60,1,Centro,3,Sí,229.53,2
418608,Male,21,1,Norte,0,No,193.9,4
418609,Male,36,1,Norte,4,Sí,30,11
418610,Male,30,1,Norte,1,No,30,17
418611,Female,24,1,Noreste,1,No,168.44,18
418612,Female,20,1,Suroeste,1,Sí,30,25
418613,Female,36,1,Centro,3,Sí,198.08,21
418614,Male,55,1,Noreste,4,Sí,149.78,4
418615,Female,30,1,Noreste,0,No,137.65,22
418616,Female,31,1,Centro,4,Sí,304.07,15
418617,Male,55,1,Centro,4,No,331.79,22
418618,Male,46,1,Noreste,3,Sí,30,22
418619,Female,31,1,Suroeste,2,Sí,30,22
418620,Female,70,1,Noreste,3,Sí,178.9,15
418621,Female,54,1,Centro,3,Sí,261.22,11
418622,Desconocido,Desconocido,1,Norte,1,Sí,183.98,20
418623,Male,21,1,Noreste,0,Sí,188.92,14
418624,Female,31,1,Suroeste,4,No,224.09,6
418625,Male,43,1,Suroeste,3,Sí,189.64,13
418626,Female,25,1,Suroeste,0,No,138.32,18
418627,Desconocido,Desconocido,1,Norte,1,No,224.09,9
418628,Female,23,1,Centro,1,Sí,210.36,3
418629,Male,43,1,Centro,3,Sí,224.03,25
418630,Female,37,1,Centro,4,Sí,179.34,2
418631,Male,23,1,Suroeste,0,No,162.41,19
418632,Desconocido,Desconocido,1,Suroeste,4,No,245.37,11
418633,Male,25,1,Suroeste,0,Sí,211.39,9
418634,Male,34,1,Centro,2,Sí,159.35,7
418635,Female,26,1,Suroeste,1,No,191.12,22
418636,Male,42,1,Suroeste,4,Sí,177.45,19
418637,Female,71,1,Centro,3,No,163.33,18
418638,Male,24,1,Centro,0,No,132.35,10
418639,Desconocido,Desconocido,1,Noreste,1,No,255.77,6
418640,Male,65,1,Centro,3,Sí,308.28,9
418641,Female,24,1,Suroeste,1,No,245.28,8
418642,Male,44,1,Suroeste,2,Sí,160.17,9
418643,Male,57,1,Centro,2,Sí,213.39,2
418644,Female,26,1,Noreste,1,No,202.8,17
418645,Female,47,1,Centro,5,Sí,220.99,20
418646,Female,40,1,Suroeste,4,No,229.09,17
418647,Female,62,1,Suroeste,2,Sí,236.13,17
418648,Female,21,1,Suroeste,0,No,161.69,3
418649,Male,26,1,Suroeste,1,No,183.19,16
418650,Male,20,1,Noreste,0,No,227.96,21
418651,Female,39,1,Noreste,2,Sí,257.48,10
418652,Desconocido,Desconocido,1,Suroeste,4,Sí,30,25
418653,Female,42,1,Centro,2,No,511.77,7
418654,Male,51,1,Centro,7,Sí,122.56,5
418655,Male,26,1,Suroeste,1,No,108.22,13
418656,Desconocido,26,1,Suroeste,1,No,162.82,18
418657,Male,77,1,Centro,3,No,30,4
418658,Desconocido,Desconocido,1,Norte,4,No,291.31,14
418659,Female,46,1,Centro,3,No,158.75,2
418660,Female,23,1,Centro,0,Sí,146.49,5
418661,Female,25,1,Suroeste,1,No,201.91,18
418662,Male,23,1,Suroeste,0,No,125.1,12
418663,Female,67,1,Centro,4,Sí,317.62,21
418664,Female,54,1,Centro,4,Sí,220.92,16
418665,Female,26,1,Suroeste,0,No,130.48,4
418666,Male,27,1,Centro,3,Sí,336.24,7
418667,Male,21,1,Centro,0,Sí,228.19,4
418668,Female,20,1,Norte,0,No,187.5,14
418669,Male,36,1,Suroeste,4,Sí,469.06,23
418670,Female,23,1,Centro,0,No,128.27,12
418671,Male,42,1,Norte,3,No,225.78,10
418672,Female,36,1,Centro,9+,Sí,307.91,8
418673,Desconocido,Desconocido,1,Centro,4,Sí,164.74,9
418674,Female,75,1,Noreste,3,No,30,25
418675,Female,44,1,Noreste,3,Sí,169.05,9
418676,Male,23,1,Norte,1,No,249.32,13
418677,Female,26,1,Noreste,0,Sí,175.98,15
418678,Male,24,1,Suroeste,0,No,104.47,5
418679,Male,25,1,Suroeste,1,Sí,317.08,3
418680,Male,37,1,Centro,3,No,207.13,10
418681,Male,38,1,Suroeste,2,Sí,99.88,5
418682,Male,61,1,Centro,3,Sí,30,18
418683,Male,23,1,Noreste,0,No,208.92,2
418684,Desconocido,Desconocido,1,Centro,9+,Sí,374.47,16
418685,Female,55,1,Norte,2,Sí,256.44,10
418686,Female,41,1,Noreste,2,No,30,4
418687,Male,24,1,Centro,1,No,249.04,23
